HC16,HC13,HC06,HC03,RRMS18,RRMS16,SPMS10,SPMS03
0,1,1,0,0,1,0,0
0,0,0,0,0,0,0,0
5,2,4,9,2,8,3,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,4,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,1,0,0,0,0
0,0,0,1,0,0,0,0
0,0,1,0,0,0,0,0
2,1,2,2,5,1,1,3
0,1,0,0,0,2,0,0
105,141,157,167,132,91,53,109
61,44,34,47,69,80,37,40
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,4,3,1,0,0
879,1021,888,1275,1040,834,872,872
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
106,58,174,51,18,63,28,113
85,106,130,218,135,103,67,44
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,2,4,10,0,0,0,1
4,2,4,4,2,9,0,4
0,1,0,1,1,1,0,0
5,4,8,15,15,6,2,5
7,4,3,12,11,4,12,0
81,125,76,122,76,87,128,112
0,0,0,0,0,0,0,0
94,106,122,139,80,71,53,100
0,0,0,0,0,0,0,0
71,114,106,112,140,79,77,94
0,0,0,2,0,0,0,0
704,650,832,956,690,596,517,508
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2878,2396,2772,2606,2671,2715,2540,2417
457,573,488,667,642,450,436,426
75,66,106,82,82,59,25,57
0,0,0,0,0,0,0,0
4362,6358,4916,3890,4394,4990,7035,5528
2667,2525,2687,3229,3003,2957,2249,2415
993,953,1062,1086,1199,1043,1092,990
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3101,3140,2694,3048,3734,3425,2854,2946
716,970,812,1034,1084,870,831,687
12,34,22,22,19,16,10,17
0,0,0,0,0,0,0,0
124,153,220,240,252,163,86,165
1273,1368,1458,1659,1611,1087,864,1106
496,565,653,727,533,543,341,439
78,122,108,88,100,69,94,60
457,471,452,510,496,397,476,448
2669,2343,2647,3207,2557,2301,1892,2130
99,106,115,139,145,67,86,133
29,51,32,44,52,38,27,36
216,234,179,204,239,209,237,260
505,578,508,624,707,544,605,586
3,6,4,4,8,3,8,1
126,157,171,205,197,160,154,155
0,0,0,0,0,0,0,0
54,46,47,39,59,49,28,29
14,10,6,11,19,10,4,5
49,50,49,61,47,42,40,39
10,2,1,4,8,3,2,6
15,22,16,29,32,23,26,8
230,241,240,308,274,247,202,226
89,89,58,88,84,105,42,60
71,59,54,46,68,60,91,61
0,0,0,0,0,0,0,0
3,14,6,5,6,17,7,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,4,0,0,4,2,0,2
2,4,8,7,13,3,6,4
30,52,51,53,52,39,48,58
1,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,3,0,8,2,4,4,2
0,0,0,0,0,0,0,0
79,62,39,61,73,57,42,47
0,0,0,0,0,0,0,0
0,0,3,0,0,1,0,0
6,12,18,12,18,17,1,10
0,0,0,0,0,0,0,0
54,34,12,20,20,45,29,16
184,199,233,252,213,169,126,142
154,163,170,233,239,174,124,170
222,258,283,282,340,206,96,240
536,567,562,752,609,558,302,360
227,217,245,272,262,183,135,245
174,186,192,205,247,171,117,207
24,31,23,36,38,29,12,39
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
55,123,42,65,69,54,47,70
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19,22,4,8,20,18,12,7
97,117,77,63,68,75,96,68
144,210,170,223,235,191,154,204
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,3,5,1,2,1,0,5
5,3,7,6,10,2,6,15
7,14,26,22,9,8,12,5
4,7,9,1,3,3,2,7
127,122,132,171,142,103,80,117
463,566,550,458,701,796,673,535
0,0,1,0,7,8,2,2
9,7,13,11,15,4,3,4
0,0,0,0,0,0,0,0
0,1,0,0,1,4,1,0
0,0,0,0,0,0,0,0
11,15,14,21,14,5,6,0
0,0,0,0,0,0,0,0
71,58,125,47,11,41,19,82
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
6,8,8,7,9,14,1,12
1772,1851,1852,1733,1660,1786,1707,1707
548,582,599,985,614,361,442,432
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
216,142,176,110,136,211,180,160
304,269,203,237,242,224,151,284
0,0,0,0,0,0,0,1
214,267,262,299,261,182,175,213
0,0,0,0,0,0,0,0
13,22,19,34,36,26,9,23
3,1,3,5,0,3,1,1
1273,1213,1110,1480,1009,884,893,809
675,1196,589,890,915,1116,410,826
693,745,747,859,931,830,683,788
0,0,0,0,0,0,0,0
24,23,27,31,31,13,33,22
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
1,1,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8,4,0,3,0,0,0,2
4,1,2,0,1,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
634,732,745,876,753,536,548,611
219,257,229,235,238,207,159,152
0,0,0,0,0,0,0,0
2295,1981,1881,2408,2070,1987,1974,1933
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2382,2109,2392,2798,1882,1889,1854,1830
371,784,209,305,535,111,416,234
0,1,0,0,0,0,0,0
3,4,1,0,7,7,1,5
6,2,9,5,10,10,16,12
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
26,46,43,67,51,23,24,24
2498,2685,2071,2292,2611,2571,2089,2246
4,9,2,0,3,8,6,1
4618,4011,4677,3542,4035,4500,5181,4844
0,0,0,0,0,2,0,0
0,0,1,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,3,0,1,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
12,17,15,0,17,12,6,29
378,339,285,503,328,327,328,267
1851,2360,1558,1607,1920,1883,1878,2233
1858,2168,1140,1262,1117,1255,2735,1394
0,0,0,0,0,0,0,0
861,818,833,795,757,770,556,660
834,890,858,945,1206,844,646,929
1593,1455,1780,1467,1693,1582,1307,1618
3891,2645,3563,3308,2826,2999,3521,2759
0,0,0,0,0,0,0,0
5,7,9,8,13,12,9,16
9,4,8,5,9,9,1,2
41,48,57,41,63,70,37,22
1,2,0,2,0,1,1,0
1,0,1,0,1,0,0,0
1,6,2,4,1,4,4,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
8,8,9,12,6,9,8,7
0,0,0,0,2,0,0,0
0,0,0,0,0,1,0,0
0,2,2,0,3,0,2,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
11,16,11,13,11,9,15,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
10,9,4,7,10,13,13,12
0,0,0,0,0,0,0,0
1031,1234,975,1253,1219,1090,969,998
28,22,24,25,20,16,9,27
2,1,2,5,5,2,1,2
0,0,0,0,0,0,0,0
4,0,0,4,1,0,2,0
0,1,5,1,2,0,3,3
0,0,0,0,0,0,0,0
189,185,194,201,274,214,149,147
1,4,0,0,1,4,0,4
0,0,3,2,0,1,0,1
471,4493,401,718,2082,703,1016,526
0,0,0,0,0,0,0,2
39,72,41,42,51,42,32,44
0,0,0,1,0,0,0,0
1,2,3,2,1,0,1,1
38,49,49,64,54,34,34,41
0,0,0,0,0,0,0,0
2505,2294,2198,2160,2478,2639,2618,2464
0,0,0,0,0,0,0,0
43,44,24,36,49,41,32,43
1,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
5639,5487,5334,5647,5608,5928,5087,5231
0,1,1,3,0,0,0,0
0,0,0,0,0,0,0,0
197,225,145,155,151,211,73,125
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
3,2,1,0,1,3,0,0
0,0,0,0,0,0,0,0
8,9,7,8,14,18,4,11
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,2,0,1
34,41,25,29,38,52,27,25
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1075,1003,1109,1214,1210,1320,1095,1000
156,153,90,286,223,147,167,87
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2703,2457,2278,2706,2364,2474,2183,2260
16,28,22,13,13,14,8,12
0,0,0,0,0,0,0,0
1,3,0,2,3,0,0,0
0,0,0,0,0,0,0,0
106,149,154,182,200,126,102,125
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
6,3,8,12,1,7,7,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14,10,5,8,0,6,9,9
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
30,8,33,12,19,28,12,30
49,46,87,32,11,51,38,92
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
108,127,161,249,218,146,101,113
1,0,2,3,0,3,2,0
79,22,33,50,105,62,64,77
1,1,1,7,3,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,1,0,0,0
5,3,4,3,11,10,5,1
0,0,0,0,0,0,0,0
2747,2282,2772,3998,2569,1950,1500,1394
4,1,2,6,2,2,1,1
0,0,0,0,0,0,0,0
1129,1095,1093,955,1183,1152,1098,1174
64,94,110,123,67,71,29,44
0,0,0,0,0,0,0,0
1,3,1,4,7,1,0,9
158,215,227,307,289,220,111,170
10,8,13,8,12,17,8,20
0,0,0,0,0,0,0,0
548,437,448,396,348,475,684,362
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
4,6,12,5,5,6,2,6
0,0,0,3,0,1,0,2
0,2,2,0,0,2,0,0
18,11,10,34,13,17,7,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,4,2,4,2,5,4
7,4,2,3,3,2,0,0
0,0,0,0,0,0,0,0
5,10,10,15,13,10,4,0
3,3,3,1,3,0,1,1
0,0,0,0,0,0,0,0
1054,825,1590,859,374,761,493,1141
0,2,2,0,3,5,3,0
49,31,18,37,34,42,25,33
0,1,0,0,2,0,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
7,2,2,3,0,0,0,1
66,71,71,95,71,72,86,78
1156,1464,1170,1451,1351,1159,921,1213
332,441,402,512,623,391,212,348
0,0,0,0,0,0,0,0
141,125,114,166,129,110,90,94
0,0,0,3,2,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,1,0,0
0,0,0,0,0,0,0,0
7,2,2,0,1,5,3,4
0,0,0,0,0,0,0,0
379,415,259,473,348,344,266,233
0,0,0,0,0,0,0,0
24,9,12,13,12,4,4,6
8,18,28,16,17,16,9,13
56,138,40,66,66,57,61,45
5,4,8,6,5,11,3,6
939,1495,842,1141,1353,1104,911,1007
303,370,316,431,399,290,207,283
4,0,2,3,2,4,4,6
0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,3
0,0,0,0,0,0,0,0
4,0,1,0,2,0,0,0
0,0,0,0,0,0,0,1
0,0,2,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
810,864,800,1036,1048,930,708,765
9,14,14,5,5,11,16,6
0,0,0,0,0,0,0,0
0,0,0,0,2,0,2,3
1,3,5,0,3,3,6,4
2179,2199,2199,2504,2557,2250,1972,1853
10,12,2,11,14,10,5,11
67,55,36,52,52,43,46,39
0,0,0,0,0,0,0,0
0,0,0,1,0,2,0,1
0,3,2,0,4,26,0,8
0,0,0,0,0,0,0,0
0,3,1,1,3,1,4,1
8,5,1,0,9,3,10,4
0,0,1,1,0,0,2,7
286,416,454,253,510,389,442,637
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
0,0,0,0,0,0,0,0
18451,19747,17987,12256,15154,15767,26066,18419
382,409,448,448,833,669,146,546
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
946,1005,953,1274,997,758,900,676
19,12,9,16,17,18,14,10
216,112,118,113,126,238,151,100
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
2251,1792,1847,1137,2250,2024,1726,1982
0,0,0,0,0,0,0,0
1969,1626,1604,1502,1617,1447,1798,2160
0,0,0,0,0,0,0,0
1,3,3,2,4,1,2,3
0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
19,5,15,14,16,3,7,9
326,405,277,225,374,436,487,357
2,4,3,1,2,5,2,0
650,708,674,971,845,609,404,571
4,0,0,4,0,4,0,0
4,1,4,3,5,2,6,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
85,143,80,74,127,99,142,164
0,0,0,0,0,0,0,0
0,0,0,2,0,0,0,0
203,266,231,333,252,201,177,239
20,13,13,13,21,30,16,8
0,3,2,3,0,2,0,1
0,0,0,0,0,0,0,0
0,1,0,0,0,3,0,0
7229,5197,5893,7044,6006,7648,6462,5357
4,2,2,36,4,4,1,0
20,34,20,29,11,18,15,18
113,55,85,98,97,76,24,37
52,59,29,36,68,15,14,29
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,0
1,0,1,0,0,0,0,0
0,1,0,0,0,0,3,3
3,4,5,7,15,3,4,7
0,0,0,0,0,0,0,0
0,0,0,1,2,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
11,20,18,5,5,6,9,30
2,1,3,1,0,3,6,4
0,0,0,1,0,0,2,0
53,75,79,50,96,63,64,42
0,2,0,0,0,1,0,0
0,0,0,0,0,0,0,0
2458,2178,1880,2416,2016,2373,2247,1999
0,0,0,0,0,0,0,0
1600,2073,1837,1793,2139,2173,1869,1823
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
90,92,65,70,79,79,71,56
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
14,7,14,9,6,7,9,4
47,0,3,1,0,2,1,0
709,891,769,953,814,691,648,663
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,0,1
24,17,33,27,38,29,29,25
1,0,0,3,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,3,2,1,3,0,0
22,44,24,55,53,46,27,41
23,8,6,15,13,1,4,4
0,0,0,0,0,0,0,0
5,3,1,2,5,10,2,5
0,0,0,0,0,0,0,0
35,72,35,45,54,78,35,38
31,45,38,49,55,29,23,29
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,0,0,0,0,0
1,3,1,6,1,0,2,2
0,0,0,1,3,0,0,2
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,0,1,0,2,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
23,6,39,20,28,16,9,6
50,76,92,74,113,81,62,42
27,35,43,45,57,36,23,26
4,5,4,4,8,7,0,2
0,0,0,0,0,0,0,0
24,25,43,38,42,21,11,26
0,0,0,1,0,0,0,0
0,0,0,0,0,0,0,0
23727,25837,25043,24483,32274,25218,25124,25658
160,164,156,180,170,146,171,168
0,0,0,0,0,0,0,0
188,219,222,282,249,154,174,174
5,0,2,10,2,1,4,0
5,20,24,30,6,15,5,15
399,619,435,532,500,342,330,411
386,380,365,463,414,366,277,350
0,0,0,0,0,0,0,1
1114,1588,1738,1113,938,1578,1992,1982
0,1,2,2,2,5,4,3
0,0,0,0,0,0,0,0
1,7,3,1,2,1,3,0
1,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,2,3,0,4,0,0
546,535,537,682,452,452,362,382
3,2,6,26,1,2,1,1
0,0,0,0,0,2,0,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
8,7,4,7,3,7,1,7
15,15,18,67,23,17,13,19
25,47,53,86,36,30,28,51
189,210,154,173,175,166,93,146
492,638,545,752,648,602,574,678
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,1,0,0,0,0,5,3
3,2,1,3,2,1,0,0
0,0,0,0,0,0,0,0
664,683,599,878,664,618,582,638
0,0,0,0,0,0,0,0
800,983,916,1222,1024,763,527,740
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,6,0,0,0
0,2,4,4,3,5,1,3
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
10,27,13,11,8,14,13,15
113,225,85,121,191,146,139,108
0,0,0,0,0,0,0,0
6,1,2,3,0,2,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8,6,9,10,8,8,5,4
9,9,22,17,20,9,6,12
0,1,0,0,4,0,2,1
0,0,0,0,0,0,0,0
31,50,85,81,111,70,125,30
0,0,0,0,0,0,0,0
1,4,4,4,4,4,11,7
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
2,0,3,8,2,1,7,0
10,1,4,9,1,3,3,2
0,0,0,0,1,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
37,46,43,62,55,40,34,48
21,46,40,44,31,24,16,23
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,0,0,1,1,1,1
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,1,2,1,0,0,0,1
0,3,2,3,2,11,6,9
0,1,5,0,0,0,0,3
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,1
3,3,4,4,2,5,0,3
4,2,10,3,10,1,2,6
0,0,0,0,0,0,0,0
12,11,12,9,19,13,10,4
0,0,0,0,0,0,0,0
4137,3562,3786,3365,4412,5342,5293,4404
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
10,8,11,6,8,4,5,3
0,3,0,2,0,4,0,1
0,0,2,0,0,0,0,0
175,163,199,276,171,106,84,110
13,15,18,19,21,12,10,9
0,0,0,0,0,0,0,0
1,2,2,1,1,1,0,0
0,0,0,0,0,0,0,2
1,1,1,1,1,1,3,2
634,640,368,361,347,312,469,278
8,8,5,12,16,13,9,6
0,0,0,0,0,0,0,0
4,2,1,8,9,7,2,2
0,0,0,0,0,0,0,0
1487,1542,1266,1659,1383,1544,1286,1187
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
1,3,5,6,7,4,3,1
16,2,7,5,8,11,7,2
0,1,0,0,0,0,0,0
0,1,0,0,0,0,0,1
0,0,0,0,0,0,0,0
4,4,3,4,7,4,5,5
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,1
30,37,17,29,16,25,11,14
0,0,0,0,0,0,0,0
1,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,3,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
8,10,1,10,15,7,7,7
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,0
6,10,19,8,15,16,6,2
0,0,0,2,0,0,0,0
4,9,8,4,13,8,7,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1109,1230,1292,1602,1266,1064,633,892
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,9,2,11,12,11,6,16
6,12,2,8,4,6,9,1
3,1,1,0,1,0,3,0
1,0,0,0,0,1,0,1
0,14,8,13,8,2,2,13
0,0,0,0,0,0,0,0
0,1,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
21,17,21,26,25,26,9,41
0,0,0,0,0,0,0,0
1118,1463,904,996,1354,1158,1084,1274
0,0,0,0,0,0,0,0
3,1,0,1,7,3,0,0
61,62,60,66,72,51,43,73
0,0,0,0,0,0,0,0
338,419,368,531,386,341,223,307
0,0,0,0,0,0,0,0
0,0,0,2,0,0,1,0
0,0,0,0,0,0,0,0
0,1,1,1,0,2,0,0
199,239,289,143,235,344,398,226
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
473,515,528,703,625,504,385,416
0,0,0,0,0,0,0,0
0,0,0,0,0,1,0,0
2,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
186,194,167,183,209,150,180,169
0,0,0,0,0,0,0,0
0,2,0,0,0,0,0,0
12,26,26,18,14,12,26,15
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1364,1361,1070,1274,1230,1274,1521,1161
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
54,61,41,32,36,41,23,47
0,0,0,0,0,0,0,0
23,35,20,26,23,24,18,17
3235,2911,2652,2949,2485,2948,3012,3135
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
6,1,0,1,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16,15,18,10,10,25,10,21
115,125,91,249,196,188,55,53
0,0,0,0,0,0,0,0
63,94,42,118,124,66,29,68
0,0,0,0,0,0,0,0
17,29,8,30,26,26,21,26
12,11,5,10,12,3,3,8
8,7,7,6,0,3,0,1
199,334,423,472,367,207,234,233
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
608,609,633,804,714,493,482,648
1,0,0,0,0,0,0,1
0,10,5,1,9,8,3,5
0,0,0,0,0,0,0,0
2,2,2,8,7,2,1,1
1,1,5,3,0,1,0,0
0,0,0,0,2,4,1,0
906,1042,1747,1764,1458,1186,633,797
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
4,0,0,1,0,4,1,0
0,0,0,0,0,0,0,0
32,27,21,30,16,30,9,17
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
10,4,0,2,1,1,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
550,629,537,627,607,498,497,551
570,584,645,916,797,542,441,483
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
73,100,110,105,114,65,62,95
0,0,0,0,0,0,0,0
0,2,4,3,2,0,3,73
1,2,3,2,10,2,5,2
0,0,0,0,0,0,0,0
0,1,0,1,4,0,2,2
0,0,0,0,0,0,0,0
507,533,665,841,871,604,403,442
0,0,0,0,0,0,0,0
10,3,8,2,3,5,2,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
48,6,8,5,19,23,30,3
0,0,3,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,1,0,0,2,0
0,0,1,2,1,1,4,1
53,57,37,59,67,93,64,80
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,2,0,2,2,2,1,0
4,11,7,6,20,9,7,6
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
1,0,1,1,2,0,0,2
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
611,737,798,942,983,710,634,805
0,0,0,0,0,0,0,0
75,93,133,139,115,101,47,72
224,291,234,379,286,181,164,193
4254,6206,4005,3152,5153,4566,4985,5709
0,0,0,0,0,0,0,0
1138,1079,1145,1275,1009,1015,884,1000
689,789,773,632,847,657,659,721
0,0,0,1,0,3,0,0
3104,5083,2662,2470,3462,2961,3060,4449
0,0,0,0,0,0,0,0
4597,4445,5053,5214,4328,4242,3790,3418
220,297,214,220,297,339,347,260
0,0,1,0,0,0,0,0
0,0,0,0,0,0,0,0
1,1,0,0,0,0,0,0
0,3,2,2,1,2,0,0
1,2,0,0,4,1,2,0
0,0,0,0,0,0,0,0
0,1,0,0,0,0,0,0
0,0,0,0,0,0,0,0
219,331,226,496,391,278,253,436
12,4,2,2,3,1,0,3
82,88,104,108,121,76,44,94
2682,2867,2630,2945,3101,3151,3193,2834
1420,1699,1489,1965,1968,1741,1527,1515
1825,1340,1619,2403,1611,1221,925,837
143,276,203,148,181,221,225,346
0,0,0,0,0,0,0,0
184,234,278,348,256,165,171,218
0,1,1,0,1,1,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
13,37,20,26,12,36,18,24
2,0,0,1,0,1,0,0
10,2,4,1,3,1,1,4
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
16,14,9,16,11,16,4,8
0,0,0,0,0,0,0,0
56,103,97,91,93,70,44,58
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
9,8,1,4,10,3,1,5
0,0,0,0,0,0,0,0
0,0,0,0,0,0,1,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0
